symbol,exch_seg,token
GOLD26NOV2584100PE,MCX,445389
GOLD26NOV2584200PE,MCX,445390
GOLD26NOV2585300PE,MCX,445401
SILVER26NOV2599750CE,MCX,445419
COPPER23MAY25905CE,MCX,449494
GOLD26NOV2592900PE,MCX,449420
MCXMETLDEX23MAY25FUT,MCX,449533
GOLD30JUN2592300PE,MCX,449508
GOLD27JAN2688600PE,MCX,449536
GOLD31DEC2587900CE,MCX,449545
GOLD31DEC2587600CE,MCX,449548
GOLD31DEC2588300CE,MCX,449541
SILVER26NOV2595500CE,MCX,445436
SILVER26NOV2598000CE,MCX,445426
SILVER26NOV2597750CE,MCX,445427
SILVER26NOV2599000CE,MCX,445422
GOLD31DEC2587300CE,MCX,449551
GOLD31DEC2586200CE,MCX,449562
GOLD31DEC2585100CE,MCX,449573
GOLD31DEC2584700CE,MCX,449577
SILVER26NOV2595000CE,MCX,445438
SILVER26NOV2592000CE,MCX,445450
SILVER26NOV25105000CE,MCX,445472
SILVER26NOV25104500CE,MCX,445470
GOLD31DEC2584600CE,MCX,449578
GOLD31DEC2584000CE,MCX,449584
GOLD31DEC2589500CE,MCX,449597
GOLD31DEC2588900CE,MCX,449591
SILVER26NOV25109000CE,MCX,445488
SILVER26NOV25100000PE,MCX,445498
SILVER26NOV2597750PE,MCX,445507
SILVER26NOV2596500PE,MCX,445512
GOLD31DEC2589700CE,MCX,449599
GOLD31DEC2590300CE,MCX,449605
GOLD31DEC2590400CE,MCX,449606
GOLD31DEC2591700CE,MCX,449619
SILVER26NOV2596250PE,MCX,445513
SILVER26NOV2595000PE,MCX,445518
SILVER26NOV2594750PE,MCX,445519
SILVER26NOV2594500PE,MCX,445520
GOLD31DEC2593000CE,MCX,449632
GOLD31DEC2592300CE,MCX,449625
GOLD31DEC2592500CE,MCX,449627
GOLD31DEC2592700CE,MCX,449629
SILVER26NOV2591250PE,MCX,445533
SILVER26NOV25103750PE,MCX,445547
SILVER26NOV25107750PE,MCX,445563
SILVER26NOV25109750PE,MCX,445571
GOLD31DEC2593500CE,MCX,449637
GOLD31DEC2593600CE,MCX,449638
GOLD27JAN2688000CE,MCX,449644
GOLD27JAN2687800CE,MCX,449646
GOLD27JAN2686900CE,MCX,449655
GOLD27JAN2684600CE,MCX,449678
GOLD27JAN2689100CE,MCX,449693
GOLD27JAN2689200CE,MCX,449694
SILVERM19NOV2596750CE,MCX,445585
SILVERM19NOV2593250CE,MCX,445599
SILVERM19NOV2595500CE,MCX,445590
SILVERM19NOV2592250CE,MCX,445603
GOLD31DEC2587500PE,MCX,449749
GOLD31DEC2588200PE,MCX,449742
GOLD27JAN2690400CE,MCX,449706
GOLD27JAN2691200CE,MCX,449714
SILVERM19NOV25104500CE,MCX,445635
SILVERM19NOV2598500PE,MCX,445658
SILVERM19NOV25108750CE,MCX,445652
SILVERM19NOV25100500CE,MCX,445619
GOLD31DEC2587100PE,MCX,449753
GOLD31DEC2585000PE,MCX,449774
GOLD31DEC2585200PE,MCX,449772
GOLD31DEC2591000PE,MCX,449812
GOLD31DEC2591100PE,MCX,449813
GOLD31DEC2591300PE,MCX,449815
GOLD31DEC2591400PE,MCX,449816
GOLD31DEC2592400PE,MCX,449826
SILVERM19NOV2597250PE,MCX,445663
SILVERM19NOV2594500PE,MCX,445674
SILVERM19NOV2594250PE,MCX,445675
SILVERM19NOV25103250PE,MCX,445710
GOLD31OCT2576600CE,MCX,445745
GOLD26NOV2575800CE,MCX,445767
GOLD31OCT2576300PE,MCX,445776
SILVERM19NOV25107250PE,MCX,445726
GOLD27JAN2686800PE,MCX,449856
GOLD27JAN2686700PE,MCX,449857
GOLD27JAN2685200PE,MCX,449872
GOLD31DEC2592500PE,MCX,449827
GOLD27JAN2685000PE,MCX,449874
GOLD27JAN2690100PE,MCX,449903
GOLD27JAN2690300PE,MCX,449905
GOLD27JAN2690800PE,MCX,449910
GOLD31OCT2575800PE,MCX,445781
GOLD26NOV2576000PE,MCX,445793
SILVER26NOV2589750PE,MCX,445810
SILVER26NOV2589250PE,MCX,445812
GOLD31DEC2593800CE,MCX,449966
GOLD31DEC2593900PE,MCX,449975
COPPER23MAY25910CE,MCX,449981
GOLD27JAN2692300PE,MCX,449925
SILVERM19NOV2589000PE,MCX,445816
CRUDEOILM18JUN25FUT,MCX,445826
GOLD31OCT2575000CE,MCX,445933
GOLD31OCT2575200CE,MCX,445931
GOLD29AUG2593200CE,MCX,449996
GOLD27MAY2591700PE,MCX,450034
GOLD31DEC2594800CE,MCX,450014
SILVERM19NOV25114750CE,MCX,450107
GOLD26NOV2575000CE,MCX,445936
GOLD31OCT2575200PE,MCX,445937
GOLD26NOV2575100PE,MCX,445941
GOLD31OCT2574800PE,MCX,446079
SILVERM19NOV25115000PE,MCX,450112
GOLD30JUN2592700CE,MCX,450242
GOLD25JUL2592600PE,MCX,450253
GOLD25JUL2592500PE,MCX,450252
NATURALGAS23MAY25430CE,MCX,450537
NATURALGAS23MAY25395CE,MCX,450530
NATURALGAS23MAY25365PE,MCX,450541
NATURALGAS23MAY25375CE,MCX,450526
SILVER26NOV2588000PE,MCX,446139
SILVER26NOV2587250PE,MCX,446142
SILVERM20AUG2584750CE,MCX,446153
SILVERM20AUG2585000CE,MCX,446152
NATURALGAS23MAY25350PE,MCX,450544
NATURALGAS23MAY25320PE,MCX,450550
NATURALGAS23MAY25395PE,MCX,450560
NATGASMINI23MAY25360CE,MCX,450580
NATGASMINI23MAY25340CE,MCX,450584
NATGASMINI23MAY25385CE,MCX,450596
NATGASMINI23MAY25395CE,MCX,450598
NATGASMINI23MAY25405CE,MCX,450600
ALUMINI31JUL25FUT,MCX,450645
COPPER23JUN25865PE,MCX,450661
NATGASMINI23MAY25440CE,MCX,450607
NATGASMINI23MAY25355PE,MCX,450611
COPPER23JUN25850CE,MCX,450666
GOLD31DEC2583500CE,MCX,450692
GOLD27JAN2683300PE,MCX,450709
ZINC23JUN25285CE,MCX,450727
ZINC23JUN25257.5PE,MCX,450735
NATGASMINI23MAY25280CE,MCX,450745
ZINC23JUN25287.5PE,MCX,450742
NATURALGAS23MAY25475CE,MCX,450790
NATURALGAS23MAY25480CE,MCX,450791
NATGASMINI23MAY25470PE,MCX,450842
NATGASMINI23MAY25475CE,MCX,450827
NATGASMINI23MAY25450CE,MCX,450822
GOLDM27MAY2584500CE,MCX,450893
GOLDM27MAY2584400CE,MCX,450894
GOLDM27MAY2587400CE,MCX,450936
GOLDM27MAY2581500CE,MCX,450923
GOLDM27MAY2587500CE,MCX,450937
GOLDM27MAY2590200CE,MCX,450964
GOLDM27MAY2591200CE,MCX,450974
GOLDM27MAY2585900PE,MCX,450979
GOLDM27MAY2587000PE,MCX,451032
GOLDM27MAY2583200PE,MCX,451006
GOLDM27MAY2586500PE,MCX,451027
GOLDM27MAY2586600PE,MCX,451028
GOLDM27MAY2587100PE,MCX,451033
GOLDM27MAY2587200PE,MCX,451034
GOLDM27MAY2587700PE,MCX,451039
GOLDM27MAY2588500PE,MCX,451047
GOLDM27MAY2589500PE,MCX,451057
GOLDM27MAY2588800PE,MCX,451050
COPPER23JUN25930CE,MCX,451109
GOLDM27MAY2591500CE,MCX,451121
COPPER23MAY25935CE,MCX,451179
GOLD30JUN2593000CE,MCX,451205
GOLD25JUL2593000CE,MCX,451208
GOLD29AUG2593800CE,MCX,451212
GOLD29AUG2594000CE,MCX,451214
GOLD29AUG2594100CE,MCX,451215
GOLD31OCT2594900CE,MCX,451226
GOLD31OCT2594500CE,MCX,451222
GOLD31DEC2595400CE,MCX,451233
GOLD31DEC2595500CE,MCX,451234
GOLD27JAN2695300CE,MCX,451237
GOLD26NOV2594500CE,MCX,451227
GOLD27MAY2593400CE,MCX,451363
GOLDM27MAY2592000CE,MCX,451306
GOLD29AUG2594100PE,MCX,451268
GOLD23SEP2594100PE,MCX,451274
GOLD30JUN2594100CE,MCX,451375
GOLD30JUN2593800CE,MCX,451372
GOLD29AUG2594200CE,MCX,451388
GOLD25JUL2593500CE,MCX,451380
GOLD29AUG2595100CE,MCX,451397
GOLD23SEP2594600CE,MCX,451403
GOLD31OCT2595500CE,MCX,451415
GOLD26NOV2595300CE,MCX,451424
GOLD31DEC2596300CE,MCX,451437
GOLD27JAN2696000CE,MCX,451445
GOLD27JAN2696200CE,MCX,451447
GOLD26NOV2595500CE,MCX,451426
LEAD30MAY25FUT,MCX,446490
SILVERM20AUG2584000CE,MCX,446156
SILVERM20AUG2583750PE,MCX,446176
SILVERM20AUG2583000PE,MCX,446179
GOLD27JAN2696300CE,MCX,451448
GOLD27JAN2696800CE,MCX,451453
GOLD27JAN2696500CE,MCX,451450
GOLD27MAY2592700PE,MCX,451477
GOLD27MAY2593500PE,MCX,451485
GOLD30JUN2593300PE,MCX,451488
GOLD27MAY2593000PE,MCX,451480
GOLD25JUL2593700PE,MCX,451503
GOLD31OCT2586900CE,MCX,446853
GOLD31OCT2587400CE,MCX,446868
GOLD26NOV2587600CE,MCX,446877
GOLD26NOV2587500PE,MCX,446890
GOLD31OCT2595900PE,MCX,451540
GOLD26NOV2595900PE,MCX,451551
GOLD27JAN2696800PE,MCX,451574
GOLDM27MAY2593200CE,MCX,451601
GOLD26NOV2587600PE,MCX,446891
GOLD23SEP2587100CE,MCX,446916
GOLD31OCT2588000CE,MCX,446919
GOLD29AUG2586900CE,MCX,446910
GOLDM27MAY2593400PE,MCX,451633
SILVER25JUN25112000CE,MCX,451635
SILVERM19JUN25112250CE,MCX,451654
SILVERM18FEB26107000CE,MCX,451670
GOLD31OCT2587900PE,MCX,446940
GOLD29AUG2587400CE,MCX,446979
GOLD31OCT2588500CE,MCX,446986
GOLD26NOV2588600CE,MCX,446990
GOLD27MAY2593800CE,MCX,451678
GOLD29AUG2595300CE,MCX,451686
GOLD30JUN2594400CE,MCX,451681
GOLD31DEC2597200CE,MCX,451703
GOLD31DEC2597300CE,MCX,451704
GOLD27JAN2696900CE,MCX,451705
GOLD30JUN2594400PE,MCX,451719
GOLD23SEP2595300PE,MCX,451727
GOLD30JUN2586300PE,MCX,446992
GOLD27MAY2585100CE,MCX,447059
GOLD23SEP2587500PE,MCX,447004
GOLD23SEP2587300PE,MCX,447002
GOLD31OCT2596200PE,MCX,451731
GOLDM27MAY2593700CE,MCX,451754
SILVER24FEB26105750CE,MCX,451767
SILVER24FEB26101000CE,MCX,451786
GOLD30JUN2586600CE,MCX,447062
GOLD25JUL2586600CE,MCX,447074
GOLD25JUL2586700CE,MCX,447075
GOLD25JUL2587400CE,MCX,447082
SILVER24FEB26100250CE,MCX,451789
SILVER24FEB2699250CE,MCX,451793
SILVER24FEB26100000CE,MCX,451790
SILVER24FEB26106750CE,MCX,451805
SILVER24FEB26109250CE,MCX,451815
SILVER24FEB26109500CE,MCX,451816
SILVER24FEB26109750CE,MCX,451817
SILVER24FEB26111250CE,MCX,451823
GOLD25JUL2587600CE,MCX,447084
GOLD29AUG2588000CE,MCX,447089
GOLD23SEP2587600CE,MCX,447100
GOLD23SEP2587800CE,MCX,447102
SILVER24FEB26113750CE,MCX,451833
SILVER24FEB26115250CE,MCX,451839
SILVER24FEB26113250CE,MCX,451831
SILVER24FEB26116000CE,MCX,451842
GOLD26NOV2589000CE,MCX,447137
GOLD31OCT2590400CE,MCX,447132
GOLD31OCT2588700CE,MCX,447115
GOLD31OCT2589300CE,MCX,447121
SILVER25JUN25112500PE,MCX,451845
SILVER24FEB26103750PE,MCX,451858
SILVER24FEB26103250PE,MCX,451860
SILVER24FEB26100000PE,MCX,451873
SILVER24FEB2698500PE,MCX,451879
SILVER24FEB2696500PE,MCX,451887
SILVER24FEB2698000PE,MCX,451881
SILVERM19NOV25116750CE,MCX,451929
GOLD26NOV2589200CE,MCX,447139
GOLD27MAY2585000PE,MCX,447160
GOLD27MAY2585100PE,MCX,447161
GOLD30JUN2587200PE,MCX,447170
SILVERM18FEB26103500CE,MCX,451943
SILVERM18FEB26103250CE,MCX,451944
SILVERM18FEB26101750CE,MCX,451950
SILVERM18FEB26111750CE,MCX,451988
GOLD25JUL2586800PE,MCX,447178
GOLD30JUN2587400PE,MCX,447172
GOLD25JUL2587600PE,MCX,447186
GOLD29AUG2587700PE,MCX,447188
SILVERM18FEB26104250PE,MCX,452022
SILVERM18FEB26112750CE,MCX,451992
SILVERM18FEB26115750CE,MCX,452004
SILVERM18FEB26105250PE,MCX,452018
GOLD31OCT2590500PE,MCX,447235
GOLD31OCT2590100PE,MCX,447231
GOLD23SEP2588000PE,MCX,447206
GOLD31OCT2589000PE,MCX,447220
SILVERM18FEB26101250PE,MCX,452034
SILVERM18FEB26101000PE,MCX,452035
SILVERM18FEB26103500PE,MCX,452025
SILVERM18FEB26102500PE,MCX,452029
GOLD27MAY2585400PE,MCX,447350
GOLD26NOV2588800PE,MCX,447237
GOLD26NOV2589200PE,MCX,447241
GOLD26NOV2590300PE,MCX,447252
SILVERM18FEB26100750PE,MCX,452036
SILVERM18FEB2699000PE,MCX,452043
SILVERM18FEB2697500PE,MCX,452049
SILVERM18FEB26109750PE,MCX,452062
GOLD29AUG2589200CE,MCX,447465
GOLD23SEP2589100CE,MCX,447467
GOLD29AUG2589100PE,MCX,447496
SILVERM19NOV25110500CE,MCX,447429
SILVERM18FEB26112750PE,MCX,452074
SILVERM18FEB26113750PE,MCX,452078
SILVERM18FEB26114750PE,MCX,452082
ZINC23MAY25297.5CE,MCX,452092
SILVERM18FEB26118000CE,MCX,452133
GOLD27MAY2594600CE,MCX,452166
SILVER24FEB26118500CE,MCX,452117
SILVER24FEB26117000PE,MCX,452121
SILVER26NOV25111500PE,MCX,447539
GOLD26NOV2590600PE,MCX,447503
GOLD23SEP2589200PE,MCX,447500
GOLD27MAY2586300CE,MCX,447788
GOLD30JUN2595000CE,MCX,452171
GOLD30JUN2595100CE,MCX,452172
GOLD31OCT2597000CE,MCX,452186
GOLD26NOV2596700CE,MCX,452190
NATGASMINI28JUL25FUT,MCX,447850
GOLD27MAY2586400CE,MCX,447811
GOLD27MAY2586800CE,MCX,448043
GOLD27MAY2587200PE,MCX,448093
GOLD31DEC2597700CE,MCX,452198
GOLD31DEC2597800CE,MCX,452199
GOLD27JAN2697900CE,MCX,452207
GOLD27MAY2594100PE,MCX,452224
GOLD30JUN2595000PE,MCX,452234
GOLD30JUN2594700PE,MCX,452231
GOLD31OCT2596600PE,MCX,452245
GOLD31OCT2596900PE,MCX,452248
ALUMINI30JUN25FUT,MCX,448153
COPPER23MAY25835PE,MCX,448185
COPPER23MAY25825PE,MCX,448187
GOLD27MAY2587900PE,MCX,448100
SILVER27AUG2597500PE,MCX,439637
SILVER27AUG2598000PE,MCX,439639
SILVERM20AUG2595000CE,MCX,439645
SILVER27AUG2598250PE,MCX,439640
ZINC23MAY25262.5CE,MCX,448237
ZINC23MAY25255CE,MCX,448240
ZINC23MAY25262.5PE,MCX,448253
GOLD27MAY2588100PE,MCX,448214
SILVERM20AUG2591750CE,MCX,439658
SILVERM20AUG2593750CE,MCX,439650
SILVERM20AUG2590000CE,MCX,439665
SILVERM20AUG2589500CE,MCX,439667
SILVERM20AUG2598250CE,MCX,439679
SILVERM20AUG2596500CE,MCX,439672
SILVERM20AUG2599250CE,MCX,439683
SILVERM20AUG25100250CE,MCX,439687
GOLD30JUN2589300CE,MCX,448341
GOLD27MAY2588700CE,MCX,448323
ZINC23MAY25260PE,MCX,448254
ZINC23MAY25280PE,MCX,448261
SILVERM20AUG2594250PE,MCX,439698
SILVERM20AUG25101500CE,MCX,439692
SILVERM20AUG2592750PE,MCX,439704
SILVERM20AUG2591500PE,MCX,439709
GOLD30JUN2589500CE,MCX,448343
GOLD25JUL2588200CE,MCX,448346
GOLD25JUL2588900CE,MCX,448353
GOLD25JUL2589400CE,MCX,448358
SILVERM20AUG25100750PE,MCX,439739
SILVERM20AUG25101500PE,MCX,439742
SILVERM20AUG2589250PE,MCX,439718
SILVERM20AUG2595750PE,MCX,439719
GOLD27MAY2589200PE,MCX,448396
GOLD27MAY2588600PE,MCX,448390
SILVER26NOV25112750CE,MCX,448474
GOLD25JUL2588200PE,MCX,448414
SILVER27AUG25103250CE,MCX,439793
SILVERM20AUG25103500CE,MCX,439817
SILVERM20AUG25103500PE,MCX,439824
SILVERM20AUG25103000PE,MCX,439822
SILVER26NOV25112500PE,MCX,448477
GOLD25JUL2589700PE,MCX,448539
SILVER26NOV25114000PE,MCX,448576
SILVERM19NOV25113250CE,MCX,448580
SILVERM20AUG25103750PE,MCX,439945
GOLD27MAY2579500CE,MCX,440051
GOLD27MAY2579900PE,MCX,440176
GOLD27MAY2580200CE,MCX,440155
GOLD30JUN2591000CE,MCX,448639
GOLD25JUL2590600CE,MCX,448650
GOLD25JUL2590800CE,MCX,448652
GOLD23SEP2589700CE,MCX,448683
GOLD25JUL2581100CE,MCX,440458
SILVERM20AUG25104750PE,MCX,440233
SILVER27AUG25104250PE,MCX,440219
SILVER27AUG25105000PE,MCX,440222
GOLD23SEP2590200CE,MCX,448688
GOLD27MAY2590300PE,MCX,448773
GOLD31OCT2591500CE,MCX,448714
GOLD31OCT2592300CE,MCX,448722
GOLD25JUL2581200CE,MCX,440459
GOLD25JUL2581500CE,MCX,440462
GOLD27MAY2580500PE,MCX,440477
GOLD27MAY2580600PE,MCX,440478
GOLD27MAY2580800PE,MCX,440480
GOLD25JUL2581700PE,MCX,440493
SILVER27AUG25106250CE,MCX,440513
SILVER27AUG25106000CE,MCX,440512
GOLD30JUN2590000PE,MCX,448775
GOLD25JUL2589900PE,MCX,448789
GOLD25JUL2590400PE,MCX,448794
GOLD25JUL2591200PE,MCX,448802
SILVERM20AUG25105500CE,MCX,440516
SILVERM20AUG25106250CE,MCX,440691
SILVERM20AUG25106000PE,MCX,440692
SILVERM20AUG25107250CE,MCX,440818
GOLD31OCT2590900PE,MCX,448854
GOLD23SEP2590700PE,MCX,448839
GOLD23SEP2591500PE,MCX,448847
GOLD29AUG2591400PE,MCX,448822
SILVERM20AUG25107000PE,MCX,440821
GOLD23SEP2578100CE,MCX,440942
GOLD23SEP2576500CE,MCX,440958
GOLD23SEP2575700CE,MCX,440966
GOLD26NOV2592300PE,MCX,448888
GOLD26NOV2591700PE,MCX,448882
GOLD31OCT2592700CE,MCX,449134
GOLD23SEP2579900CE,MCX,440983
GOLD23SEP2577900PE,MCX,440994
GOLD23SEP2577500PE,MCX,440998
GOLD23SEP2577000PE,MCX,441003
SILVERM19NOV25114000PE,MCX,449129
GOLD23SEP2576500PE,MCX,441008
GOLD23SEP2575800PE,MCX,441015
GOLD23SEP2579100PE,MCX,441025
GOLD23SEP2579300PE,MCX,441027
GOLD26NOV2592700PE,MCX,449137
ZINC23MAY25292.5CE,MCX,449150
ZINC23MAY25292.5PE,MCX,449151
COPPER23MAY25890PE,MCX,449166
GOLD23SEP2580100PE,MCX,441035
GOLD23SEP2580200PE,MCX,441036
GOLD23SEP2580300PE,MCX,441037
GOLD23SEP2580600PE,MCX,441040
GOLD26NOV2592800CE,MCX,449183
GOLD30JUN2591400CE,MCX,449283
GOLD27MAY2591600CE,MCX,449282
GOLD25JUL2592000CE,MCX,449297
GOLD23SEP2580800PE,MCX,441064
GOLD23SEP2580900PE,MCX,441065
GOLD23SEP2581400PE,MCX,441070
GOLD23SEP2582000PE,MCX,441133
GOLD26NOV2593300CE,MCX,449332
GOLD29AUG2592900CE,MCX,449307
GOLD23SEP2592100CE,MCX,449309
GOLD23SEP2592400CE,MCX,449312
GOLD27MAY2581700CE,MCX,441185
GOLD23SEP2582500CE,MCX,441190
SILVER27AUG25107750CE,MCX,441273
SILVER27AUG25108500CE,MCX,441276
GOLD25JUL2591700PE,MCX,449386
GOLD29AUG2592600PE,MCX,449396
GOLD31OCT2593700PE,MCX,449419
GOLD26NOV2593100PE,MCX,449422
GOLD23SEP2582800PE,MCX,441454
GOLD25JUL2582500PE,MCX,441452
SILVER27AUG25109750PE,MCX,441493
SILVERM20AUG25107500CE,MCX,441285
GOLD31DEC2586000CE,MCX,449564
GOLD25JUL2592300CE,MCX,449505
GOLD25JUL2592400CE,MCX,449506
GOLD25JUL2592400PE,MCX,449512
SILVERM20AUG25109000PE,MCX,441513
SILVERM20AUG25111250CE,MCX,441510
SILVERM19JUN25109250PE,MCX,441511
SILVERM20AUG25110750PE,MCX,441520
GOLD31DEC2585800CE,MCX,449566
GOLD31DEC2585600CE,MCX,449568
GOLD31DEC2584800CE,MCX,449576
GOLD31DEC2585300CE,MCX,449571
GOLD25JUL2583100CE,MCX,441659
GOLD27MAY2582400CE,MCX,441650
GOLD23SEP2583600CE,MCX,441666
GOLD25JUL2582600PE,MCX,441695
GOLD25JUL2582700PE,MCX,441696
SILVER25JUN25110000CE,MCX,441735
SILVER25JUN25110500CE,MCX,441737
GOLD23SEP2583500PE,MCX,441706
GOLD31DEC2584200CE,MCX,449582
GOLD31DEC2589100CE,MCX,449593
GOLD31DEC2591600CE,MCX,449618
GOLD31DEC2590900CE,MCX,449611
SILVER25JUN25110750CE,MCX,441738
SILVER27AUG25112500CE,MCX,441748
SILVER25JUN25110250PE,MCX,441756
SILVER25JUN25111750PE,MCX,441762
GOLD31DEC2592800CE,MCX,449630
GOLD31DEC2592400CE,MCX,449626
GOLD31DEC2592600CE,MCX,449628
GOLD31DEC2592000CE,MCX,449622
SILVERM19JUN25110750CE,MCX,441779
SILVERM20AUG25112250CE,MCX,441787
SILVERM20AUG25112500CE,MCX,441788
SILVERM20AUG25113500CE,MCX,441792
GOLD27JAN2688900CE,MCX,449691
GOLD27JAN2687000CE,MCX,449654
GOLD27JAN2685400CE,MCX,449670
GOLD27JAN2685300CE,MCX,449671
SILVERM20AUG25114000CE,MCX,441794
SILVERM20AUG25112000PE,MCX,441808
GOLD23SEP2584000PE,MCX,442030
GOLD23SEP2584000CE,MCX,442004
GOLD27JAN2689300CE,MCX,449695
GOLD27JAN2690300CE,MCX,449705
GOLD27JAN2691700CE,MCX,449719
GOLD27JAN2692100CE,MCX,449723
GOLD30JUN2579700CE,MCX,442425
GOLD30JUN2579700PE,MCX,442426
GOLD23SEP2584200CE,MCX,442092
GOLD23SEP2584200PE,MCX,442126
GOLD29AUG2580300CE,MCX,442427
GOLD30JUN2579500CE,MCX,442580
GOLD30JUN2578300CE,MCX,442592
GOLD30JUN2577400CE,MCX,442601
GOLD31DEC2588300PE,MCX,449741
GOLD27JAN2693600CE,MCX,449738
GOLD27JAN2692300CE,MCX,449725
GOLD27JAN2692500CE,MCX,449727
GOLD30JUN2579800CE,MCX,442604
GOLD30JUN2577300CE,MCX,442602
GOLD30JUN2581900CE,MCX,442625
GOLD29AUG2580200CE,MCX,442629
GOLD31DEC2586700PE,MCX,449757
GOLD31DEC2584600PE,MCX,449778
GOLD31DEC2585400PE,MCX,449770
GOLD31DEC2584200PE,MCX,449782
GOLD29AUG2579500CE,MCX,442636
GOLD29AUG2579400CE,MCX,442637
GOLD29AUG2579300CE,MCX,442638
GOLD29AUG2578900CE,MCX,442642
GOLD31DEC2583600PE,MCX,449788
GOLD31DEC2589600PE,MCX,449798
GOLD31DEC2589700PE,MCX,449799
GOLD31DEC2590700PE,MCX,449809
GOLD29AUG2578400CE,MCX,442647
GOLD29AUG2578100CE,MCX,442650
GOLD29AUG2581200CE,MCX,442662
GOLD29AUG2582200CE,MCX,442672
GOLD31DEC2593100PE,MCX,449833
GOLD31DEC2593200PE,MCX,449834
GOLD31DEC2592900PE,MCX,449831
GOLD31DEC2591800PE,MCX,449820
GOLD29AUG2582300CE,MCX,442673
GOLD30JUN2579900PE,MCX,442855
GOLD30JUN2581300PE,MCX,442869
GOLD29AUG2579200PE,MCX,442889
GOLD29AUG2578800PE,MCX,442893
GOLD29AUG2578500PE,MCX,442896
GOLD29AUG2578900PE,MCX,442892
GOLD29AUG2578100PE,MCX,442900
GOLD27JAN2688100PE,MCX,449843
GOLD27JAN2686600PE,MCX,449858
GOLD27JAN2687400PE,MCX,449850
GOLD27JAN2686100PE,MCX,449863
GOLD30JUN2576600CE,MCX,443009
GOLD30JUN2576300CE,MCX,443012
GOLD29AUG2577100CE,MCX,443026
GOLD29AUG2580800PE,MCX,442908
GOLD27JAN2685700PE,MCX,449867
GOLD27JAN2688700PE,MCX,449889
GOLD27JAN2689500PE,MCX,449897
GOLD27JAN2691200PE,MCX,449914
GOLD29AUG2575800CE,MCX,443188
GOLD30JUN2576000PE,MCX,443102
GOLD30JUN2574600CE,MCX,443259
GOLD23SEP2575400CE,MCX,443264
GOLD29AUG2574700CE,MCX,443335
GOLD23SEP2575200CE,MCX,443336
GOLD29AUG2575200CE,MCX,443330
GOLD30JUN2574400CE,MCX,443326
GOLD27JAN2691300PE,MCX,449915
GOLD27JAN2691400PE,MCX,449916
GOLD27JAN2691500PE,MCX,449917
GOLD27JAN2691900PE,MCX,449921
GOLD30JUN2574400PE,MCX,443354
GOLD29AUG2575100PE,MCX,443359
GOLD23SEP2575000PE,MCX,443366
GOLD23SEP2574600PE,MCX,443424
GOLD27JAN2693300PE,MCX,449935
GOLD31DEC2593700PE,MCX,449973
GOLD31DEC2593800PE,MCX,449974
GOLD27JAN2692500PE,MCX,449927
GOLD23SEP2574500PE,MCX,443425
GOLD30JUN2582300PE,MCX,443680
GOLD30JUN2582700CE,MCX,443790
GOLD30JUN2585100CE,MCX,443814
GOLD27JAN2694000PE,MCX,449980
GOLD26NOV2594000CE,MCX,450005
GOLD31DEC2594900CE,MCX,450015
GOLD31DEC2594600CE,MCX,450012
GOLD29AUG2585400CE,MCX,443843
GOLD29AUG2586100CE,MCX,443850
GOLD23SEP2585300CE,MCX,443860
GOLD29AUG2584000CE,MCX,443829
GOLD29AUG2593200PE,MCX,450038
GOLD31DEC2594200PE,MCX,450050
GOLD31DEC2594400PE,MCX,450052
SILVER26NOV25115000PE,MCX,450104
GOLD23SEP2585700CE,MCX,443864
GOLD23SEP2586400CE,MCX,443871
GOLD30JUN2582700PE,MCX,443976
GOLD29AUG2583800PE,MCX,444013
GOLD29AUG2584900PE,MCX,444024
GOLD29AUG2585200PE,MCX,444027
GOLD29AUG2585300PE,MCX,444028
GOLD29AUG2585400PE,MCX,444029
GOLD29AUG2593400CE,MCX,450420
SILVERM19NOV25114500CE,MCX,450106
SILVERM19NOV25114500PE,MCX,450110
GOLD30JUN2592600CE,MCX,450241
GOLD29AUG2586000PE,MCX,444035
GOLD29AUG2586100PE,MCX,444036
GOLD23SEP2584800PE,MCX,444041
GOLD23SEP2584900PE,MCX,444042
GOLD31OCT2594400PE,MCX,450442
GOLD31OCT2594300CE,MCX,450425
NATURALGAS23MAY25350CE,MCX,450514
NATURALGAS23MAY25315CE,MCX,450521
GOLD23SEP2585900PE,MCX,444052
GOLD27MAY2584800CE,MCX,444158
GOLD25JUL2584500CE,MCX,444166
GOLD25JUL2585100CE,MCX,444178
NATURALGAS23MAY25410PE,MCX,450563
NATGASMINI23MAY25380CE,MCX,450595
NATURALGAS23MAY25300CE,MCX,450524
NATURALGAS23MAY25380CE,MCX,450527
GOLD30JUN2573400CE,MCX,444237
GOLD29AUG2573800CE,MCX,444246
GOLD29AUG2573600CE,MCX,444248
GOLD30JUN2573000CE,MCX,444241
SILVERM20AUG2587500CE,MCX,444422
GOLD29AUG2574000PE,MCX,444289
GOLD29AUG2573600PE,MCX,444293
GOLD23SEP2574100PE,MCX,444295
NATGASMINI23MAY25405PE,MCX,450630
COTTONCNDY30SEP25FUT,MCX,450654
NATGASMINI23MAY25360PE,MCX,450610
NATGASMINI23MAY25350PE,MCX,450612
SILVERM20AUG2587000CE,MCX,444424
SILVER27AUG2584500PE,MCX,444520
GOLD25JUL2585800PE,MCX,444958
GOLD25JUL2585800CE,MCX,444920
COPPER23JUN25865CE,MCX,450660
