symbol,token,exch_seg
GOLDM29DEC25115600CE,478109,MCX
GOLDM29DEC25120300CE,478141,MCX
GOLDM29DEC25120400CE,478142,MCX
GOLDM29DEC25123500CE,478173,MCX
GOLDM29DEC25123900CE,478177,MCX
GOLDM29OCT25122100PE,478178,MCX
GOLDM29DEC25118100PE,478193,MCX
GOLDM29DEC25118000PE,478194,MCX
GOLDM29DEC25117800PE,478196,MCX
GOLDM29DEC25117700PE,478197,MCX
GOLDM29DEC25117100PE,478203,MCX
GOLDM29DEC25116200PE,478212,MCX
GOLDM29DEC25115400PE,478220,MCX
GOLDM29DEC25114700PE,478227,MCX
GOLDM29DEC25114000PE,478234,MCX
GOLDM29DEC25113900PE,478235,MCX
GOLDM29DEC25119600PE,478243,MCX
GOLDM29DEC25120000PE,478247,MCX
GOLDM29DEC25120900PE,478256,MCX
GOLDM29DEC25121400PE,478261,MCX
GOLDM29DEC25122000PE,478267,MCX
GOLDM29DEC25122600PE,478273,MCX
GOLDM29DEC25123400PE,478281,MCX
GOLDM29DEC25123700PE,478284,MCX
SILVER26NOV25155500CE,478295,MCX
SILVER24FEB26156750CE,478306,MCX
SILVER28OCT25155000PE,478321,MCX
SILVER27JAN26156750PE,478334,MCX
SILVER26MAR26158250PE,478341,MCX
SILVER26MAR26159000PE,478344,MCX
SILVER24APR26159000PE,478348,MCX
SILVER24JUN26161000PE,478351,MCX
SILVERM27JAN26156500CE,478368,MCX
SILVERM18FEB26156750CE,478374,MCX
SILVERM18FEB26157500CE,478377,MCX
SILVERM19JUN26160750CE,478393,MCX
SILVERM19JUN26161250CE,478395,MCX
SILVERM28OCT25155500PE,478414,MCX
SILVERM28OCT25156000PE,478416,MCX
SILVERM19NOV25155000PE,478417,MCX
SILVERM24DEC25157000PE,478424,MCX
SILVERM18FEB26156750PE,478433,MCX
SILVERM26MAR26159000PE,478439,MCX
SILVERM26MAY26160500PE,478445,MCX
SILVERM28JUL26162500PE,478458,MCX
SILVERM28JUL26162750PE,478459,MCX
GOLD26NOV25123500CE,478535,MCX
ZINC24OCT25310CE,478471,MCX
ZINC24OCT25310PE,478478,MCX
GOLD31OCT25123500CE,478514,MCX
GOLD26NOV25124700CE,478547,MCX
GOLD26NOV25124800CE,478548,MCX
GOLD31DEC25125600CE,478565,MCX
GOLD27JAN26124500CE,478577,MCX
GOLD27JAN26124800CE,478580,MCX
GOLD27JAN26125500CE,478587,MCX
GOLD27JAN26125600CE,478588,MCX
GOLD27JAN26125800CE,478590,MCX
GOLD27JAN26126000CE,478592,MCX
GOLD27FEB26125900CE,478600,MCX
GOLD27FEB26126100CE,478602,MCX
GOLD27FEB26128000CE,478621,MCX
GOLD24MAR26125900CE,478623,MCX
GOLD24MAR26126000CE,478624,MCX
GOLD24MAR26126300CE,478627,MCX
GOLD30APR26126900CE,478646,MCX
GOLD30APR26127700CE,478654,MCX
GOLD27MAY26127000CE,478668,MCX
GOLD27MAY26127900CE,478677,MCX
GOLD27MAY26128200CE,478680,MCX
GOLD30JUN26127800CE,478687,MCX
GOLD30JUN26128000CE,478689,MCX
GOLD30JUN26128600CE,478695,MCX
GOLD30JUN26129200CE,478701,MCX
GOLD30JUN26129500CE,478704,MCX
GOLD30JUN26130200CE,478711,MCX
GOLD29JUL26127800CE,478715,MCX
GOLD29JUL26128900CE,478726,MCX
GOLD29JUL26129000CE,478727,MCX
GOLD29JUL26129100CE,478728,MCX
GOLD29JUL26129400CE,478731,MCX
GOLD29JUL26130300CE,478740,MCX
GOLD26NOV25123300PE,478765,MCX
GOLD31DEC25125500PE,478796,MCX
GOLD31DEC25126600PE,478807,MCX
GOLD27JAN26124400PE,478808,MCX
GOLD27FEB26125800PE,478831,MCX
GOLD27FEB26125900PE,478832,MCX
GOLD27FEB26126100PE,478834,MCX
GOLD27FEB26126200PE,478835,MCX
GOLD27FEB26127100PE,478844,MCX
GOLD24MAR26127200PE,478868,MCX
GOLD27MAY26128600PE,478916,MCX
GOLD30JUN26127900PE,478920,MCX
GOLD30JUN26128600PE,478927,MCX
GOLD30JUN26128700PE,478928,MCX
GOLD30JUN26129000PE,478931,MCX
GOLD30JUN26130500PE,478946,MCX
GOLD29JUL26127900PE,478948,MCX
GOLDM29OCT25123000CE,478980,MCX
GOLDM28NOV25124000CE,479004,MCX
GOLDM28NOV25124400CE,479008,MCX
GOLDM28NOV25124600CE,479010,MCX
GOLDM28NOV25125000CE,479014,MCX
GOLDM28NOV25125200CE,479016,MCX
GOLDM28NOV25125300CE,479017,MCX
GOLDM29DEC25124500CE,479023,MCX
GOLDM29OCT25122500PE,479039,MCX
GOLDM29OCT25122600PE,479040,MCX
GOLDM29OCT25122900PE,479043,MCX
GOLDM29OCT25123600PE,479050,MCX
GOLDM28NOV25124100PE,479069,MCX
GOLDM28NOV25124500PE,479073,MCX
GOLDM29DEC25124700PE,479089,MCX
SILVER28OCT25156500CE,479105,MCX
SILVER26NOV25156000CE,479110,MCX
SILVER26NOV25157500CE,479116,MCX
SILVER24DEC25158000CE,479119,MCX
SILVER26MAR26160250CE,479145,MCX
SILVER24APR26160750CE,479155,MCX
SILVER26MAY26163250CE,479164,MCX
SILVER24JUN26163250CE,479172,MCX
SILVER28JUL26161500CE,479174,MCX
SILVER28OCT25156250PE,479186,MCX
SILVER26NOV25156500PE,479194,MCX
SILVER24DEC25158000PE,479201,MCX
SILVER27JAN26157500PE,479207,MCX
SILVER27JAN26157750PE,479208,MCX
SILVER24FEB26158750PE,479220,MCX
SILVER26MAR26160250PE,479227,MCX
SILVER24APR26159750PE,479233,MCX
SILVER26MAY26161500PE,479239,MCX
SILVER26MAY26163250PE,479246,MCX
SILVER24JUN26162750PE,479252,MCX
SILVER28AUG26162250PE,479265,MCX
SILVERM28OCT25157500CE,479272,MCX
SILVERM19NOV25156500CE,479275,MCX
SILVERM18FEB26157750CE,479295,MCX
SILVERM26MAR26159500CE,479302,MCX
SILVERM26MAR26160250CE,479305,MCX
SILVERM26MAR26160750CE,479307,MCX
SILVERM21APR26161000CE,479316,MCX
SILVERM26MAY26162000CE,479318,MCX
SILVERM24AUG26164000CE,479339,MCX
SILVERM19NOV25157250PE,479357,MCX
SILVERM24DEC25158500PE,479363,MCX
SILVERM19JUN26162500PE,479406,MCX
SILVERM28JUL26165500PE,479417,MCX
COPPER23DEC251040PE,479435,MCX
GOLD31OCT25125300CE,479437,MCX
GOLD26NOV25125700CE,479450,MCX
GOLD27JAN26127000CE,479466,MCX
GOLD27FEB26128800CE,479478,MCX
GOLD30JUN26131000CE,479511,MCX
GOLD27JAN26127100PE,479549,MCX
GOLD27JAN26127300PE,479551,MCX
GOLD27FEB26128600PE,479558,MCX
GOLD24MAR26128100PE,479561,MCX
GOLD24MAR26128500PE,479565,MCX
GOLD24MAR26128600PE,479566,MCX
GOLD30APR26129100PE,479571,MCX
GOLD27MAY26129200PE,479582,MCX
GOLD27MAY26129600PE,479586,MCX
GOLDM29OCT25124900CE,479604,MCX
GOLDM29DEC25126300CE,479620,MCX
GOLDM29DEC25126200PE,479645,MCX
GOLDM29DEC25126500PE,479648,MCX
SILVER28JUL26164750CE,479663,MCX
SILVER28AUG26163750CE,479669,MCX
SILVER28AUG26164000CE,479670,MCX
GOLD31OCT25127600CE,479719,MCX
SILVER28AUG26164500CE,479672,MCX
SILVER28AUG26165000CE,479674,MCX
SILVER28AUG26163750PE,479689,MCX
GOLD31OCT25127900CE,479722,MCX
GOLD26NOV25126500CE,479729,MCX
GOLD31DEC25128400CE,479756,MCX
GOLD31DEC25128800CE,479760,MCX
GOLD27JAN26127700CE,479770,MCX
GOLD27FEB26129600CE,479796,MCX
GOLD24MAR26130000CE,479822,MCX
GOLD24MAR26130400CE,479826,MCX
GOLD30APR26129900CE,479833,MCX
GOLD27MAY26130100CE,479861,MCX
GOLD27MAY26130200CE,479862,MCX
GOLD27MAY26130400CE,479864,MCX
GOLD27MAY26131100CE,479871,MCX
GOLD27MAY26131800CE,479878,MCX
GOLD30JUN26132100CE,479894,MCX
GOLD30JUN26132200CE,479895,MCX
GOLD30JUN26133100CE,479904,MCX
GOLD29JUL26131300CE,479909,MCX
GOLD29JUL26131500CE,479911,MCX
GOLD31OCT25126300PE,479932,MCX
GOLD31OCT25126400PE,479933,MCX
GOLD31OCT25126500PE,479934,MCX
GOLD31OCT25126800PE,479937,MCX
GOLD31OCT25127000PE,479939,MCX
GOLD26NOV25126900PE,479959,MCX
GOLD26NOV25127000PE,479960,MCX
GOLD31DEC25128300PE,479981,MCX
GOLD27JAN26127600PE,479995,MCX
GOLD27JAN26128000PE,479999,MCX
GOLD27JAN26129000PE,480009,MCX
GOLD27FEB26129100PE,480017,MCX
GOLD27FEB26130400PE,480030,MCX
GOLD24MAR26130300PE,480051,MCX
GOLD30APR26129900PE,480059,MCX
GOLD30APR26130300PE,480063,MCX
GOLD30APR26130900PE,480069,MCX
GOLD30APR26132400PE,480084,MCX
GOLD27MAY26130100PE,480087,MCX
GOLD30JUN26132200PE,480121,MCX
GOLD27MAY26132400PE,480110,MCX
GOLD30JUN26132700PE,480126,MCX
GOLD30JUN26133100PE,480130,MCX
GOLD29JUL26132000PE,480142,MCX
GOLD29JUL26132100PE,480143,MCX
GOLD29JUL26132300PE,480145,MCX
GOLD29JUL26132900PE,480151,MCX
GOLD29JUL26133300PE,480155,MCX
GOLDM29OCT25126900CE,480171,MCX
GOLDM29OCT25127200CE,480174,MCX
GOLDM28NOV25127300CE,480189,MCX
GOLDM28NOV25127600CE,480192,MCX
GOLDM29DEC25127200CE,480202,MCX
GOLDM29DEC25127400CE,480204,MCX
GOLDM29DEC25128100CE,480211,MCX
GOLDM29OCT25125500PE,480221,MCX
GOLDM29OCT25126400PE,480230,MCX
GOLDM29OCT25126900PE,480235,MCX
GOLDM28NOV25127500PE,480255,MCX
GOLDM29DEC25127000PE,480264,MCX
GOLDM29DEC25127300PE,480267,MCX
SILVER27JAN26160000CE,480314,MCX
SILVER24FEB26159500CE,480321,MCX
SILVER26MAR26162500CE,480335,MCX
SILVER24APR26161250CE,480340,MCX
SILVER26MAY26163750CE,480351,MCX
SILVER24JUN26163750CE,480355,MCX
SILVER28OCT25159250PE,480364,MCX
SILVER28OCT25159750PE,480366,MCX
SILVER26NOV25158000PE,480368,MCX
SILVER27JAN26159500PE,480385,MCX
SILVER27JAN26161250PE,480392,MCX
SILVER24FEB26160000PE,480396,MCX
SILVER26MAR26163250PE,480411,MCX
SILVER24APR26161250PE,480413,MCX
SILVER24APR26161750PE,480415,MCX
SILVER26MAY26164000PE,480425,MCX
SILVER24JUN26163500PE,480427,MCX
SILVERM19NOV25159000CE,480445,MCX
SILVERM19NOV25160000CE,480449,MCX
SILVERM24DEC25161000CE,480457,MCX
SILVERM27JAN26160500CE,480464,MCX
SILVERM27JAN26161000CE,480466,MCX
SILVERM27JAN26161500CE,480468,MCX
SILVERM18FEB26159500CE,480469,MCX
SILVERM18FEB26159750CE,480470,MCX
SILVERM26MAR26161500CE,480478,MCX
SILVERM26MAY26165000CE,480501,MCX
SILVERM19JUN26165000CE,480510,MCX
SILVERM28JUL26166750CE,480518,MCX
SILVERM24AUG26167000CE,480528,MCX
SILVERM28OCT25160250PE,480541,MCX
SILVERM18FEB26159750PE,480571,MCX
SILVERM18FEB26161250PE,480577,MCX
SILVERM26MAR26163000PE,480585,MCX
SILVERM18FEB26160000PE,480572,MCX
SILVERM26MAR26162500PE,480583,MCX
SILVERM26MAR26163500PE,480587,MCX
SILVERM26MAY26163750PE,480597,MCX
SILVERM19JUN26164500PE,480609,MCX
SILVERM19JUN26165250PE,480612,MCX
GOLDPTLDELCOM,533,MCX
SILVERM19JUN26165750PE,480614,MCX
SILVERM28JUL26166250PE,480617,MCX
SILVERM24AUG26166000PE,480625,MCX
SCOPMINTCOM,538,MCX
SNIKLEMINTCOM,541,MCX
SSIL1000DLCOM,547,MCX
SCSTRSDDISCOM,559,MCX
SILVER28JUL26159750CE,476861,MCX
SILVER28AUG26158250CE,476872,MCX
SILVER28AUG26159000CE,476875,MCX
SILVER28AUG26159750CE,476878,MCX
SILVER27JAN26154750PE,476900,MCX
SILVER26MAR26155500PE,476908,MCX
SILVER26MAR26156250PE,476911,MCX
SILVER26MAY26155000PE,476921,MCX
SILVER24JUN26157000PE,476946,MCX
SILVER24JUN26157250PE,476947,MCX
SILVER28JUL26157000PE,476958,MCX
SILVER28JUL26159250PE,476967,MCX
SILVER28AUG26157250PE,476976,MCX
SILVER28AUG26157750PE,476978,MCX
SILVER28AUG26158750PE,476982,MCX
SILVER28AUG26159000PE,476983,MCX
SILVERM24DEC25154500CE,477005,MCX
SILVERM27JAN26154000CE,477009,MCX
SILVERM26MAR26155500CE,477020,MCX
SILVERM26MAY26158750CE,477041,MCX
SILVERM28JUL26159000CE,477057,MCX
SILVERM24AUG26159750CE,477071,MCX
SILVERM18FEB26153500PE,477099,MCX
SILVERM26MAR26157000PE,477112,MCX
SILVERM21APR26155250PE,477113,MCX
SILVERM26MAY26157250PE,477121,MCX
SILVERM26MAY26157500PE,477122,MCX
SILVERM19JUN26158250PE,477134,MCX
SILVERM28JUL26159000PE,477143,MCX
SILVERM28JUL26159750PE,477146,MCX
SILVERM28JUL26160000PE,477147,MCX
SILVERM24AUG26159000PE,477154,MCX
ZINC24OCT25305CE,477161,MCX
ZINC21NOV25305PE,477164,MCX
ALUMINIUM27FEB26FUT,477166,MCX
ZINCMINI27FEB26FUT,477172,MCX
GOLDGUINEA31MAR26FUT,477174,MCX
COPPER22JAN26970PE,477179,MCX
ZINC22JAN26287.5PE,477181,MCX
MENTHAOIL31MAR26FUT,477184,MCX
COPPER22JAN26955CE,477188,MCX
COPPER22JAN26950CE,477189,MCX
GOLD31DEC25122700CE,477235,MCX
GOLD31DEC25123100CE,477239,MCX
GOLD27JAN26122600CE,477243,MCX
GOLD27FEB26124500CE,477259,MCX
GOLD30APR26124000CE,477274,MCX
GOLD30APR26124800CE,477282,MCX
GOLD27MAY26124300CE,477290,MCX
GOLD30JUN26125900CE,477310,MCX
GOLD30JUN26127000CE,477321,MCX
GOLD30JUN26127600CE,477327,MCX
GOLD29JUL26125100CE,477331,MCX
GOLD29JUL26125200CE,477332,MCX
GOLD29JUL26125800CE,477338,MCX
GOLD29JUL26125700CE,477337,MCX
GOLD29JUL26125900CE,477339,MCX
GOLD29JUL26126400CE,477344,MCX
GOLD31OCT25122200PE,477366,MCX
GOLD26NOV25121700PE,477371,MCX
GOLD31DEC25122900PE,477381,MCX
GOLD27JAN26122600PE,477387,MCX
GOLD27FEB26124200PE,477400,MCX
GOLD27MAY26124500PE,477436,MCX
GOLD27MAY26124700PE,477438,MCX
GOLD27MAY26125100PE,477442,MCX
GOLD30JUN26125100PE,477446,MCX
GOLD30JUN26125500PE,477450,MCX
GOLD30JUN26126000PE,477455,MCX
GOLD30JUN26126500PE,477460,MCX
GOLD30JUN26126700PE,477462,MCX
GOLD29JUL26126500PE,477489,MCX
GOLD29JUL26126800PE,477492,MCX
GOLDM29OCT25120800CE,477502,MCX
GOLDM28NOV25121600CE,477512,MCX
GOLDM29OCT25121300PE,477525,MCX
GOLDM29OCT25121600PE,477528,MCX
GOLDM28NOV25121800PE,477532,MCX
NATURALGAS23DEC25450PE,477539,MCX
ZINC22JAN26285CE,477540,MCX
ZINC22JAN26280CE,477542,MCX
ZINC22JAN26290CE,477547,MCX
ZINC22JAN26295CE,477549,MCX
ZINC22JAN26277.5PE,477557,MCX
ZINC22JAN26305PE,477567,MCX
COPPER22JAN26930PE,477571,MCX
GOLD31OCT25122600CE,477574,MCX
GOLD31DEC25123500CE,477578,MCX
GOLD31DEC25123800CE,477581,MCX
GOLD27FEB26125300CE,477592,MCX
GOLD31DEC25123700PE,477606,MCX
GOLD24MAR26124900PE,477619,MCX
GOLDM29OCT25121900CE,477626,MCX
GOLDM28NOV25122400CE,477628,MCX
GOLDM28NOV25122500CE,477629,MCX
GOLDM29OCT25121900PE,477633,MCX
GOLDM28NOV25122500PE,477636,MCX
SILVER28OCT25153250CE,477646,MCX
SILVER24DEC25156250CE,477665,MCX
SILVER24FEB26155500CE,477674,MCX
SILVER26MAR26157750CE,477681,MCX
SILVER24APR26157750CE,477686,MCX
SILVER24JUN26160750CE,477701,MCX
SILVER28JUL26161000CE,477704,MCX
SILVER28OCT25153250PE,477708,MCX
SILVER24DEC25156000PE,477726,MCX
SILVER24FEB26155500PE,477736,MCX
SILVER26MAY26159250PE,477750,MCX
SILVER26MAY26159750PE,477752,MCX
SILVER26MAY26160000PE,477753,MCX
SILVER26MAY26160500PE,477755,MCX
SILVER24JUN26160000PE,477760,MCX
SILVER28JUL26161000PE,477766,MCX
SILVERM26MAR26158000CE,477803,MCX
SILVERM21APR26157250CE,477805,MCX
SILVERM26MAY26160000CE,477812,MCX
SILVERM19JUN26159750CE,477815,MCX
SILVERM19JUN26160000CE,477816,MCX
SILVERM19JUN26160250CE,477817,MCX
SILVERM28JUL26161250CE,477820,MCX
SILVERM28JUL26162000CE,477823,MCX
SILVERM24AUG26160750CE,477824,MCX
SILVERM24AUG26161750CE,477828,MCX
SILVERM19JUN26159750PE,477875,MCX
SILVERM19JUN26160000PE,477876,MCX
SILVERM28JUL26161750PE,477882,MCX
ZINC21NOV25307.5CE,477891,MCX
NATGASMINI23DEC25455CE,477898,MCX
COPPER21NOV251015CE,477915,MCX
COPPER22JAN261020CE,477927,MCX
COPPER24OCT251015PE,477934,MCX
COPPER21NOV251030PE,477942,MCX
COPPER23DEC251035PE,477948,MCX
COPPER22JAN261020PE,477951,MCX
GOLD27JAN26124100CE,477972,MCX
GOLD27FEB26125600CE,477977,MCX
GOLD30APR26126100CE,477991,MCX
GOLD31OCT25123000PE,478016,MCX
GOLD27JAN26124200PE,478029,MCX
GOLD27JAN26124300PE,478030,MCX
GOLD27FEB26125600PE,478033,MCX
GOLD30APR26125400PE,478040,MCX
GOLD30APR26126700PE,478053,MCX
GOLD27MAY26125400PE,478055,MCX
GOLD27MAY26125800PE,478059,MCX
GOLDM28NOV25122700CE,478073,MCX
GOLDM28NOV25123000CE,478076,MCX
GOLDM29DEC25116800CE,478097,MCX
GOLDM29DEC25116400CE,478101,MCX
GOLDM29DEC25116200CE,478103,MCX
GOLDM29DEC25114300CE,478122,MCX
GOLDM29DEC25119600CE,478134,MCX
GOLDM29DEC25120200CE,478140,MCX
GOLDM29DEC25120900CE,478147,MCX
GOLDM29DEC25121900CE,478157,MCX
GOLDM29DEC25122500CE,478163,MCX
GOLDM29OCT25122400PE,478181,MCX
GOLDM28NOV25123100PE,478186,MCX
GOLDM29DEC25117600PE,478198,MCX
GOLDM29DEC25117300PE,478201,MCX
GOLDM29DEC25115900PE,478215,MCX
GOLDM29DEC25119800PE,478245,MCX
GOLDM29DEC25121100PE,478258,MCX
GOLDM29DEC25121800PE,478265,MCX
GOLDM29DEC25122300PE,478270,MCX
SILVER27JAN26156500CE,478301,MCX
SILVER26MAR26158750CE,478311,MCX
SILVER24APR26158500CE,478314,MCX
SILVER26MAY26161000CE,478317,MCX
SILVER24FEB26156750PE,478338,MCX
SILVER26MAR26158750PE,478343,MCX
SILVERM18FEB26157000CE,478375,MCX
SILVERM19JUN26160500CE,478392,MCX
SILVERM19JUN26161000CE,478394,MCX
SILVERM28JUL26162750CE,478400,MCX
SILVERM24AUG26163000CE,478408,MCX
SILVERM24DEC25156750PE,478423,MCX
SILVERM24DEC25157250PE,478425,MCX
SILVERM18FEB26156500PE,478432,MCX
SILVERM26MAR26158750PE,478438,MCX
SILVERM19JUN26161250PE,478454,MCX
ZINC21NOV25310CE,478473,MCX
CRUDEOILM16DEC254200CE,478485,MCX
ZINC21NOV25312.5PE,478481,MCX
COPPER22JAN261045CE,478506,MCX
COPPER22JAN261045PE,478509,MCX
GOLD31OCT25125100CE,478530,MCX
GOLD26NOV25125000CE,478550,MCX
GOLD31DEC25124600CE,478555,MCX
GOLD31DEC25124900CE,478558,MCX
GOLD31DEC25126000CE,478569,MCX
GOLD31DEC25126600CE,478575,MCX
GOLD27JAN26125000CE,478582,MCX
GOLD27FEB26126000CE,478601,MCX
GOLD27FEB26126300CE,478604,MCX
GOLD27FEB26126400CE,478605,MCX
GOLD27FEB26127000CE,478611,MCX
GOLD24MAR26126400CE,478628,MCX
GOLD24MAR26126800CE,478632,MCX
GOLD24MAR26127000CE,478634,MCX
GOLD24MAR26127700CE,478641,MCX
GOLD24MAR26127800CE,478642,MCX
GOLD30APR26127000CE,478647,MCX
GOLD30APR26127300CE,478650,MCX
GOLD30APR26128100CE,478658,MCX
GOLD30APR26128700CE,478664,MCX
GOLD27MAY26126900CE,478667,MCX
GOLD27MAY26127100CE,478669,MCX
GOLD27MAY26128700CE,478685,MCX
GOLD30JUN26129800CE,478707,MCX
GOLD30JUN26130300CE,478712,MCX
GOLD30JUN26130500CE,478714,MCX
GOLD29JUL26129200CE,478729,MCX
GOLD29JUL26129800CE,478735,MCX
GOLD31OCT25124800PE,478759,MCX
GOLD31OCT25125000PE,478761,MCX
GOLD26NOV25123700PE,478769,MCX
GOLD31DEC25124700PE,478788,MCX
GOLD31DEC25126400PE,478805,MCX
GOLD27JAN26125500PE,478819,MCX
GOLD27JAN26126600PE,478830,MCX
GOLD27FEB26126000PE,478833,MCX
GOLD24MAR26125900PE,478855,MCX
GOLD24MAR26126600PE,478862,MCX
GOLD24MAR26126700PE,478863,MCX
GOLD24MAR26127400PE,478870,MCX
GOLD30APR26128500PE,478894,MCX
GOLD27MAY26127200PE,478902,MCX
GOLD27MAY26128700PE,478917,MCX
GOLD27MAY26128800PE,478918,MCX
GOLD30JUN26128000PE,478921,MCX
GOLD30JUN26128200PE,478923,MCX
GOLD30JUN26128500PE,478926,MCX
GOLD30JUN26129400PE,478935,MCX
GOLD29JUL26128400PE,478953,MCX
GOLD29JUL26128900PE,478958,MCX
GOLD29JUL26129100PE,478960,MCX
GOLD29JUL26129400PE,478963,MCX
GOLD29JUL26129600PE,478965,MCX
GOLDM29OCT25122600CE,478976,MCX
GOLDM29OCT25122800CE,478978,MCX
GOLDM29OCT25123500CE,478985,MCX
GOLDM29OCT25123600CE,478986,MCX
GOLDM29OCT25124300CE,478993,MCX
GOLDM28NOV25123700CE,479001,MCX
GOLDM28NOV25123900CE,479003,MCX
GOLDM29DEC25125200CE,479030,MCX
GOLDM29OCT25123300PE,479047,MCX
GOLDM29OCT25123700PE,479051,MCX
GOLDM29OCT25124300PE,479057,MCX
GOLDM28NOV25124200PE,479070,MCX
GOLDM28NOV25125300PE,479081,MCX
SILVER28OCT25156750CE,479106,MCX
SILVER24DEC25157500CE,479117,MCX
SILVER27JAN26159000CE,479131,MCX
SILVER24DEC25158250CE,479120,MCX
SILVER24FEB26157500CE,479133,MCX
SILVER24FEB26158000CE,479135,MCX
SILVER24FEB26158250CE,479136,MCX
SILVER26MAY26161500CE,479157,MCX
SILVER26NOV25156750PE,479195,MCX
SILVER24JUN26163000CE,479171,MCX
SILVER28OCT25156000PE,479185,MCX
SILVER28OCT25157250PE,479190,MCX
SILVER24DEC25157500PE,479199,MCX
SILVER24DEC25158750PE,479204,MCX
SILVER24DEC25159250PE,479206,MCX
SILVER27JAN26159000PE,479213,MCX
SILVER24FEB26158500PE,479219,MCX
SILVER26MAR26159250PE,479223,MCX
SILVER26MAY26161750PE,479240,MCX
SILVER26MAY26163000PE,479245,MCX
SILVER24JUN26163000PE,479253,MCX
SILVER28JUL26161250PE,479255,MCX
SILVER28JUL26162250PE,479259,MCX
SILVERM28OCT25157250CE,479271,MCX
SILVERM27JAN26158750CE,479292,MCX
SILVERM18FEB26158250CE,479297,MCX
SILVERM18FEB26159250CE,479301,MCX
SILVERM26MAY26162500CE,479320,MCX
SILVERM19JUN26163000CE,479329,MCX
SILVERM28JUL26165250CE,479337,MCX
SILVERM24AUG26164750CE,479342,MCX
SILVERM28OCT25157250PE,479350,MCX
SILVERM24DEC25157750PE,479360,MCX
SILVERM24DEC25158750PE,479364,MCX
SILVERM27JAN26157750PE,479367,MCX
SILVERM27JAN26158250PE,479369,MCX
SILVERM18FEB26158250PE,479376,MCX
SILVERM26MAY26162250PE,479398,MCX
SILVERM19JUN26162000PE,479404,MCX
SILVERM28JUL26165250PE,479416,MCX
SILVERM24AUG26165250PE,479423,MCX
ZINC23DEC25312.5CE,479425,MCX
ZINC23DEC25312.5PE,479427,MCX
ZINC23DEC25315CE,479426,MCX
COPPER21NOV251035CE,479430,MCX
GOLD31OCT25125800CE,479442,MCX
GOLD31OCT25126100CE,479445,MCX
GOLD26NOV25125600CE,479449,MCX
GOLD31DEC25127400CE,479462,MCX
GOLD27JAN26127100CE,479467,MCX
GOLD27FEB26128300CE,479473,MCX
GOLD27FEB26128700CE,479477,MCX
GOLD24MAR26128500CE,479483,MCX
GOLD30APR26129300CE,479491,MCX
GOLD30APR26129700CE,479495,MCX
GOLD30JUN26130700CE,479508,MCX
GOLD29JUL26130800CE,479515,MCX
GOLD29JUL26130900CE,479516,MCX
GOLD31DEC25127200PE,479542,MCX
GOLD27JAN26127000PE,479548,MCX
GOLD27FEB26128200PE,479554,MCX
GOLD30APR26129500PE,479575,MCX
GOLD27MAY26129000PE,479580,MCX
GOLD27MAY26129700PE,479587,MCX
GOLD30JUN26130900PE,479592,MCX
GOLD29JUL26130800PE,479597,MCX
GOLDM28NOV25125700PE,479639,MCX
GOLD29JUL26131100PE,479600,MCX
GOLDM28NOV25126000PE,479642,MCX
GOLDM29DEC25126400PE,479647,MCX
SILVER28JUL26164500CE,479662,MCX
SILVER28AUG26164750CE,479673,MCX
SILVER28JUL26165000PE,479684,MCX
GOLD26NOV25126200CE,479726,MCX
GOLD26NOV25126400CE,479728,MCX
GOLD26NOV25126900CE,479733,MCX
GOLD26NOV25127600CE,479740,MCX
GOLD26NOV25128100CE,479745,MCX
GOLD31DEC25127600CE,479748,MCX
GOLD31DEC25128300CE,479755,MCX
GOLD27JAN26127600CE,479769,MCX
GOLD27JAN26128300CE,479776,MCX
GOLD27FEB26129300CE,479793,MCX
GOLD27FEB26129700CE,479797,MCX
GOLD27FEB26130900CE,479809,MCX
GOLD24MAR26128900CE,479811,MCX
GOLD24MAR26129000CE,479812,MCX
GOLD30APR26132200CE,479856,MCX
GOLD27MAY26129900CE,479859,MCX
GOLD27MAY26130000CE,479860,MCX
GOLD27MAY26130300CE,479863,MCX
GOLD27MAY26132200CE,479882,MCX
GOLD30JUN26131500CE,479888,MCX
GOLD30JUN26131700CE,479890,MCX
GOLD30JUN26133000CE,479903,MCX
GOLD26NOV25126200PE,479952,MCX
GOLD31DEC25127800PE,479976,MCX
GOLD31DEC25128100PE,479979,MCX
GOLD31DEC25128200PE,479980,MCX
GOLD27JAN26128900PE,480008,MCX
GOLD27FEB26129200PE,480018,MCX
GOLD27FEB26130000PE,480026,MCX
GOLD27FEB26130800PE,480034,MCX
GOLD27FEB26131000PE,480036,MCX
GOLD24MAR26129600PE,480044,MCX
GOLD24MAR26129900PE,480047,MCX
GOLD24MAR26130000PE,480048,MCX
GOLD30APR26132100PE,480081,MCX
GOLD27MAY26130600PE,480092,MCX
GOLD27MAY26131200PE,480098,MCX
GOLD30JUN26131300PE,480112,MCX
GOLD30JUN26132400PE,480123,MCX
GOLD30JUN26133400PE,480133,MCX
GOLD29JUL26131300PE,480135,MCX
GOLD29JUL26132200PE,480144,MCX
GOLDM29OCT25126500CE,480167,MCX
GOLDM29OCT25126600CE,480168,MCX
GOLDM29OCT25126800CE,480170,MCX
GOLDM29OCT25127400CE,480176,MCX
GOLDM28NOV25126800CE,480184,MCX
GOLDM28NOV25127400CE,480190,MCX
GOLDM28NOV25128000CE,480196,MCX
GOLDM29DEC25128300CE,480213,MCX
